model,task,horizon_hours,hour,n_samples,rmse,mae,mape,mean_abs_error
Prophet,seq6,3,4,220,26.32617783943209,15.268917230441017,55.55595959734415,15.268917230441017
Prophet,seq6,3,5,221,21.89582113438938,14.709018206286277,53.969063997097734,14.709018206286277
Prophet,seq6,3,6,221,20.261933029933342,13.76275617991101,45.23716433045402,13.76275617991101
Prophet,seq6,3,7,221,21.553235247334033,14.147406327059953,50.57759240295179,14.147406327059953
Prophet,seq6,3,8,221,20.12766516003319,14.47938819084084,55.02441918603387,14.47938819084084
Prophet,seq6,3,9,221,20.976259935839117,16.09560866355424,62.827708277461724,16.09560866355424
Prophet,seq6,3,10,221,23.314138487822657,17.993689439772908,71.47755929924044,17.993689439772908
Prophet,seq6,3,11,221,26.107222120856736,19.607555146661586,82.01667967886759,19.607555146661586
Prophet,seq6,3,12,221,24.525959632426524,17.78526543950178,75.52132748771928,17.78526543950178
Prophet,seq6,3,13,221,22.024893848528748,16.295036555967112,63.84906698070836,16.295036555967112
Prophet,seq6,3,14,221,19.971650578397533,14.966974849987578,56.87112137763054,14.966974849987578
Prophet,seq6,3,15,221,22.393813564565725,15.617578048363274,62.345686332293546,15.617578048363274
Prophet,seq6,3,16,221,21.91791130007507,15.405673936915578,74.66503234636285,15.405673936915578
Prophet,seq6,3,17,221,20.470600606208563,15.439013356029959,70.38680714524443,15.439013356029959
Prophet,seq6,3,18,221,22.33134953647178,15.772464955123116,58.89563337068304,15.772464955123116
Prophet,seq6,3,19,221,23.115633480523826,16.888635920702722,58.48851640071261,16.888635920702722
Prophet,seq6,3,20,221,21.442951357483228,16.600246323931252,59.07867204685767,16.600246323931252
Prophet,seq6,3,21,221,21.38154521011529,16.548081013352455,62.36158249440743,16.548081013352455
Prophet,seq6,3,22,221,23.539180165220397,16.93455695650993,62.48771258332918,16.93455695650993
Prophet,seq6,3,23,221,21.48060254536556,15.855864024212897,54.35989555779619,15.855864024212897
Prophet,seq6,4,0,220,40.00764258054939,23.327367029859683,67.32300448319182,23.327367029859683
Prophet,seq6,4,1,220,39.0616582630396,21.54919933212281,58.94217307563431,21.54919933212281
Prophet,seq6,4,2,220,37.61767840397642,21.370054396688253,59.62337558621576,21.370054396688253
Prophet,seq6,4,3,220,37.28104723468216,21.158209016725795,63.88791233608278,21.158209016725795
Prophet,seq6,4,4,220,32.73376389556236,18.243171996752512,60.83374192981354,18.243171996752512
Prophet,seq6,4,5,221,28.979727096505503,17.487700568260667,64.15664506664996,17.487700568260667
Prophet,seq6,4,6,221,24.967466964972346,16.695864687850225,54.78727907819451,16.695864687850225
Prophet,seq6,4,7,221,24.06287900458662,15.904453808697175,52.151115378144674,15.904453808697175
Prophet,seq6,4,8,221,23.99330668889116,16.106192979594333,57.31115414037467,16.106192979594333
Prophet,seq6,4,9,221,23.298256162284588,17.27786548345635,64.61965273881619,17.27786548345635
Prophet,seq6,4,10,221,25.32683125970894,18.384761125305154,67.44954740917998,18.384761125305154
Prophet,seq6,4,11,221,28.39063630089896,20.687916319055724,82.0054117224708,20.687916319055724
Prophet,seq6,4,12,221,28.93449187181933,21.152584321081175,90.50790573976045,21.152584321081175
Prophet,seq6,4,13,221,27.365811305873844,19.31669218186321,76.25298151907086,19.31669218186321
Prophet,seq6,4,14,221,25.57354258574692,17.2353889681712,59.16618465141102,17.2353889681712
Prophet,seq6,4,15,221,24.521074939786946,16.342937531441397,53.0985531566586,16.342937531441397
Prophet,seq6,4,16,221,24.774289965353876,16.22096130778984,63.81943560722875,16.22096130778984
Prophet,seq6,4,17,221,24.229773435197362,16.6492504122494,69.08052793481718,16.6492504122494
Prophet,seq6,4,18,221,24.521932348253635,17.45700787339585,64.7855738351981,17.45700787339585
Prophet,seq6,4,19,221,27.647096834281562,18.564215844236006,59.37494581177367,18.564215844236006
Prophet,seq6,4,20,221,26.522667134060743,18.83922148502133,58.2106537059658,18.83922148502133
Prophet,seq6,4,21,221,23.76429278598,17.959320013860935,64.78167680632599,17.959320013860935
Prophet,seq6,4,22,221,25.15146180035615,18.690527393651067,68.59400357453093,18.690527393651067
Prophet,seq6,4,23,221,25.78465395741111,18.686927939348294,61.256586169499705,18.686927939348294
Prophet,seq6,5,0,220,41.37938843014889,26.179820066616493,80.36079891344565,26.179820066616493
Prophet,seq6,5,1,220,39.714075974002554,24.442922109188935,72.08559115597288,24.442922109188935
Prophet,seq6,5,2,220,38.39238124105056,23.47067292489385,66.75834575736165,23.47067292489385
Prophet,seq6,5,3,220,37.86890999514479,22.92152999287615,68.91302182808803,22.92152999287615
Prophet,seq6,5,4,220,38.67873490420127,23.25939379832589,70.17367603331196,23.25939379832589
Prophet,seq6,5,5,221,35.57486648009367,21.133955676791448,77.89727293571144,21.133955676791448
Prophet,seq6,5,6,221,32.45354827959123,20.912598301619834,74.81774031491814,20.912598301619834
Prophet,seq6,5,7,221,28.864348306804047,19.70157802271929,68.36380539188053,19.70157802271929
Prophet,seq6,5,8,221,27.50244255339246,18.963994428184854,65.73298705043747,18.963994428184854
Prophet,seq6,5,9,221,27.75952250510294,19.71779185749979,73.83943765926897,19.71779185749979
Prophet,seq6,5,10,221,28.836148280151477,21.49607703088355,82.47984949273966,21.49607703088355
Prophet,seq6,5,11,221,31.176319012575306,22.438730019177523,88.75222930074315,22.438730019177523
Prophet,seq6,5,12,221,31.76797094193161,23.173715338293785,104.21370636579759,23.173715338293785
Prophet,seq6,5,13,221,32.07549591399595,23.195505107984207,102.57271233864351,23.195505107984207
Prophet,seq6,5,14,221,31.133381522648136,21.885900519563787,87.94989421788965,21.885900519563787
Prophet,seq6,5,15,221,30.390133204315582,19.856178317123963,67.20198029616698,19.856178317123963
Prophet,seq6,5,16,221,27.682258369274752,18.039939836784956,65.679628854741,18.039939836784956
Prophet,seq6,5,17,221,27.733389594013644,18.640737974986518,70.63342036860327,18.640737974986518
Prophet,seq6,5,18,221,28.352923926679537,19.57026305376507,72.2460607870907,19.57026305376507
Prophet,seq6,5,19,221,29.685038864236056,20.647692964494365,73.94938292915954,20.647692964494365
Prophet,seq6,5,20,221,31.114539312477948,21.309481671784933,68.3591670923074,21.309481671784933
Prophet,seq6,5,21,221,28.99671103499452,21.17215213738246,71.8933703355795,21.17215213738246
Prophet,seq6,5,22,221,27.461103557740422,20.64634609914131,75.76220135803054,20.64634609914131
Prophet,seq6,5,23,221,28.590632505062445,21.76748265073306,75.52001665351179,21.76748265073306
Prophet,seq6,6,0,220,41.8338592596,26.99319221850141,81.1980856176711,26.99319221850141
Prophet,seq6,6,1,220,40.7301446208871,26.620303817391942,77.94550718280024,26.620303817391942
Prophet,seq6,6,2,220,38.92360330545181,25.608035106646508,74.27119415807466,25.608035106646508
Prophet,seq6,6,3,220,38.352716699542164,24.669381443864367,70.80512719637314,24.669381443864367
Prophet,seq6,6,4,220,39.14613037391015,24.449992622064713,70.11426133209532,24.449992622064713
Prophet,seq6,6,5,220,39.850441512712315,25.168292970892995,77.16179115466875,25.168292970892995
Prophet,seq6,6,6,221,37.65986546670415,23.403757805147634,78.59644836219424,23.403757805147634
Prophet,seq6,6,7,221,34.586608005560834,23.177432252332714,82.03062811733824,23.177432252332714
Prophet,seq6,6,8,221,31.067008222807246,21.843212267709006,76.03802998700034,21.843212267709006
Prophet,seq6,6,9,221,30.320834186865078,21.6625993524352,77.4131895528821,21.6625993524352
Prophet,seq6,6,10,221,31.563907541760603,22.73154864942165,82.8447781850842,22.73154864942165
Prophet,seq6,6,11,221,33.188330511441116,24.09524201086918,92.17657856380193,24.09524201086918
Prophet,seq6,6,12,221,33.55802987774527,24.141442904919252,103.62697687841253,24.141442904919252
Prophet,seq6,6,13,221,33.96425892054405,24.120349120681745,106.2446854154126,24.120349120681745
Prophet,seq6,6,14,221,34.72641595286521,24.42947451363215,104.85804727291537,24.42947451363215
Prophet,seq6,6,15,221,34.758165135355426,23.48362957304553,88.02383941813481,23.48362957304553
Prophet,seq6,6,16,221,32.78284041180739,20.549556845443377,73.45225541839139,20.549556845443377
Prophet,seq6,6,17,221,30.53163013442248,20.2007023106969,66.33206947838049,20.2007023106969
Prophet,seq6,6,18,221,31.058315521947005,20.67656383688573,67.27123649153691,20.67656383688573
Prophet,seq6,6,19,221,32.88523568055063,21.678023765339717,75.36708642103682,21.678023765339717
Prophet,seq6,6,20,221,33.00709081180893,22.71764745790266,75.04028427441438,22.71764745790266
Prophet,seq6,6,21,221,32.989138612409285,22.768975105405556,75.3119591361444,22.768975105405556
Prophet,seq6,6,22,221,31.865404502857466,23.128774186839802,73.54233193576589,23.128774186839802
Prophet,seq6,6,23,221,30.298493936777092,22.911113356373757,76.59701235881363,22.911113356373757
Transformer,h1,1,0,218,37.37950920992866,14.20861190612163,32.87671708671154,14.20861190612163
Transformer,h1,1,1,218,10.558829218499266,6.768938582971556,12.641831635096109,6.768938582971556
Transformer,h1,1,2,218,8.215022278190862,5.159428498066894,11.325164562034294,5.159428498066894
Transformer,h1,1,3,218,9.568230037064872,5.107504510004585,10.976250964941766,5.107504510004585
Transformer,h1,1,4,219,7.206022523040974,4.633947461707407,9.830849855415364,4.633947461707407
Transformer,h1,1,5,219,6.703522187981126,4.470712888186381,10.763059609195823,4.470712888186381
Transformer,h1,1,6,219,6.671393141799366,4.505340724230901,10.654052455001624,4.505340724230901
Transformer,h1,1,7,219,5.730829550137696,4.148929770134355,11.476836892400977,4.148929770134355
Transformer,h1,1,8,219,6.1954031435481145,4.361780079532431,11.183105745119148,4.361780079532431
Transformer,h1,1,9,219,7.137713300012696,4.888606907570199,12.93616549983888,4.888606907570199
Transformer,h1,1,10,219,7.805121957874987,5.186952704163991,12.619122603262896,5.186952704163991
Transformer,h1,1,11,219,7.8994730637226915,4.979411869832914,12.047404351358766,4.979411869832914
Transformer,h1,1,12,219,7.564372831585798,4.89049612114963,11.92844262297975,4.89049612114963
Transformer,h1,1,13,219,10.253494495783851,5.294144410520928,11.206929869169187,5.294144410520928
Transformer,h1,1,14,219,7.773946544723493,4.616656562509058,11.328335563827611,4.616656562509058
Transformer,h1,1,15,219,7.9395139919399025,4.766595169833806,12.833730929921657,4.766595169833806
Transformer,h1,1,16,219,7.4532690532160375,4.941642351890808,14.697877769654305,4.941642351890808
Transformer,h1,1,17,219,8.764751428901713,5.079161299962431,11.941494398292171,5.079161299962431
Transformer,h1,1,18,219,9.500347203488552,5.098244050866392,12.610183720524299,5.098244050866392
Transformer,h1,1,19,219,8.586274956609294,5.427785350851817,12.421175052688765,5.427785350851817
Transformer,h1,1,20,219,8.983716486910737,5.498325043072985,12.5502628825359,5.498325043072985
Transformer,h1,1,21,219,9.594936316057892,5.995515366123148,13.238452909689796,5.995515366123148
Transformer,h1,1,22,219,10.512184354010481,6.230951550888689,13.8678267274294,6.230951550888689
Transformer,h1,1,23,219,8.847123738898881,5.582948922022292,10.845790250070497,5.582948922022292
Transformer,seq6,1,0,217,39.217510923446795,19.122675840481087,44.50563415819168,19.122675840481087
Transformer,seq6,1,1,217,26.79306709637218,12.884617867420346,23.880822957288167,12.884617867420346
Transformer,seq6,1,2,217,22.9746695097136,11.934501277411588,26.01396886209903,11.934501277411588
Transformer,seq6,1,3,217,18.470849470316143,10.936723156184096,24.664120156119974,10.936723156184096
Transformer,seq6,1,4,218,17.784520921438656,10.554555041527529,25.481169977940922,10.554555041527529
Transformer,seq6,1,5,218,16.802497175239683,9.731108989600742,25.13794025438965,9.731108989600742
Transformer,seq6,1,6,218,15.154177484606608,9.374719273606571,25.477029535331464,9.374719273606571
Transformer,seq6,1,7,218,14.989496297067626,10.534825573410464,26.714264221167184,10.534825573410464
Transformer,seq6,1,8,218,14.50070094664549,10.541579709140533,25.81790407883382,10.541579709140533
Transformer,seq6,1,9,218,14.975211561406617,10.80998578777007,26.24794384161817,10.80998578777007
Transformer,seq6,1,10,218,14.274314788050132,10.106897707926024,26.367158553359626,10.106897707926024
Transformer,seq6,1,11,218,12.282864171355682,8.530381459982022,26.260117844332342,8.530381459982022
Transformer,seq6,1,12,218,10.9821046890024,8.058509374703837,26.148349285046447,8.058509374703837
Transformer,seq6,1,13,218,13.393790864819655,8.197144366459016,25.48456906574556,8.197144366459016
Transformer,seq6,1,14,218,12.779823166622474,8.623448224789506,25.148092521769666,8.623448224789506
Transformer,seq6,1,15,218,14.112296796152547,9.608616616747796,29.763673315423674,9.608616616747796
Transformer,seq6,1,16,218,12.508569899784188,9.009639596173523,28.75263458748239,9.009639596173523
Transformer,seq6,1,17,218,13.913131343858335,9.789352781728867,28.90268447893225,9.789352781728867
Transformer,seq6,1,18,218,15.132021346701,10.966876664839754,30.33565090441185,10.966876664839754
Transformer,seq6,1,19,217,14.38455768431709,10.180427741070497,25.992722734901086,10.180427741070497
Transformer,seq6,1,20,217,15.09527323987274,10.443112270073957,26.21447519593008,10.443112270073957
Transformer,seq6,1,21,217,15.344479866024077,10.361740589965873,25.445190959879355,10.361740589965873
Transformer,seq6,1,22,217,16.742577538326614,11.000552880599201,26.111445096867097,11.000552880599201
Transformer,seq6,1,23,217,16.62598330788368,11.06985834721596,24.193812571656075,11.06985834721596
Transformer,seq6,2,0,217,40.081753332179794,20.67704575347461,47.43922235308092,20.67704575347461
Transformer,seq6,2,1,217,38.565515857877095,19.89869451138281,47.52989954373143,19.89869451138281
Transformer,seq6,2,2,217,25.851038316842605,13.891603244614492,27.600408994222075,13.891603244614492
Transformer,seq6,2,3,217,22.07133299258093,12.402056284214494,28.131105262290706,12.402056284214494
Transformer,seq6,2,4,217,20.014655903995486,11.820428659839015,28.077745207438294,11.820428659839015
Transformer,seq6,2,5,218,18.809347595093012,11.402900380825777,28.410793810547702,11.402900380825777
Transformer,seq6,2,6,218,16.23837259612419,10.859974045272267,29.853971840615785,10.859974045272267
Transformer,seq6,2,7,218,14.329762945793426,9.901155141788886,29.486695571983663,9.901155141788886
Transformer,seq6,2,8,218,14.47153109153461,10.20581476568082,27.5465422522123,10.20581476568082
Transformer,seq6,2,9,218,15.204245258879082,10.933145068107395,27.70966588258681,10.933145068107395
Transformer,seq6,2,10,218,18.305091384556,12.356538990221987,30.8055067576385,12.356538990221987
Transformer,seq6,2,11,218,19.214152262694025,11.755172255389187,32.509950631740516,11.755172255389187
Transformer,seq6,2,12,218,14.592294013602281,10.127706069738492,28.84913381704766,10.127706069738492
Transformer,seq6,2,13,218,14.079446076628594,9.954916320536114,29.507665763441732,9.954916320536114
Transformer,seq6,2,14,218,16.561437146164252,10.304046356896741,28.10304289199398,10.304046356896741
Transformer,seq6,2,15,218,18.00247267732032,10.919236305656783,30.58093168088305,10.919236305656783
Transformer,seq6,2,16,218,16.347573834298395,11.169791321688836,36.53035732737949,11.169791321688836
Transformer,seq6,2,17,218,16.233207194730294,10.744453443846572,29.065283852908347,10.744453443846572
Transformer,seq6,2,18,218,16.859598100935976,11.321082377652509,30.92879991587087,11.321082377652509
Transformer,seq6,2,19,218,18.222830210219346,12.636655562514559,31.843821341642958,12.636655562514559
Transformer,seq6,2,20,217,17.154787566814672,11.767041010241355,27.658724101545452,11.767041010241355
Transformer,seq6,2,21,217,19.585978397891036,12.392798954990052,31.36349905978096,12.392798954990052
Transformer,seq6,2,22,217,19.754260175836805,13.273235394658032,33.38094936647743,13.273235394658032
Transformer,seq6,2,23,217,19.734244927674435,13.276841873397476,30.111040150485664,13.276841873397476
Transformer,seq6,3,0,217,40.6279622453954,22.42330129190524,53.67332924612378,22.42330129190524
Transformer,seq6,3,1,217,39.9294783930933,22.090082717655992,53.088199622291434,22.090082717655992
Transformer,seq6,3,2,217,37.80669706605813,20.627399699479206,52.399283508472664,20.627399699479206
Transformer,seq6,3,3,217,25.9836087837044,14.830457358865694,32.01551830953074,14.830457358865694
Transformer,seq6,3,4,217,24.248805638226543,14.20645305816479,31.86510648206411,14.20645305816479
Transformer,seq6,3,5,217,22.770851639403798,13.765861207988404,34.78850177453745,13.765861207988404
Transformer,seq6,3,6,218,20.613134088060264,13.373193966686179,35.70496936961425,13.373193966686179
Transformer,seq6,3,7,218,18.358714240246076,12.511844319487931,37.42455937006503,12.511844319487931
Transformer,seq6,3,8,218,15.850773407752717,11.682049749641244,34.80716315416977,11.682049749641244
Transformer,seq6,3,9,218,17.81209318094771,12.39418204470512,32.02352966443033,12.39418204470512
Transformer,seq6,3,10,218,19.94797774512123,13.545742542918669,34.8622513681427,13.545742542918669
Transformer,seq6,3,11,218,24.042193600405504,15.045857897865663,40.06899723425469,15.045857897865663
Transformer,seq6,3,12,218,22.459627538264467,13.859347292042653,39.78057654862544,13.859347292042653
Transformer,seq6,3,13,218,18.5643872491816,12.539155605462714,34.79884640367442,12.539155605462714
Transformer,seq6,3,14,218,18.344772234521493,12.293759953811628,33.83948902194812,12.293759953811628
Transformer,seq6,3,15,218,22.934184913930856,13.151872919240128,34.29736150028923,13.151872919240128
Transformer,seq6,3,16,218,21.74228686501912,12.669154441958174,44.025797724387985,12.669154441958174
Transformer,seq6,3,17,218,20.100592612447908,13.052081240699925,39.31413391235852,13.052081240699925
Transformer,seq6,3,18,218,20.639760684009904,12.973027394725642,32.478465409511834,12.973027394725642
Transformer,seq6,3,19,218,21.608561587236142,14.098926785889022,36.09178880626163,14.098926785889022
Transformer,seq6,3,20,218,20.723443708257548,14.113936037372012,34.061348178143895,14.113936037372012
Transformer,seq6,3,21,217,21.26711722417606,14.149378336519689,33.726483612789146,14.149378336519689
Transformer,seq6,3,22,217,24.98719121956419,15.831917156821572,41.84943378409337,15.831917156821572
Transformer,seq6,3,23,217,23.474654983076068,16.126771624049834,39.53649043617732,16.126771624049834
Transformer,seq6,4,0,217,41.623360933497466,24.527596564886206,62.85384228218342,24.527596564886206
Transformer,seq6,4,1,217,40.42164407465087,23.241855656908406,58.2567404797808,23.241855656908406
Transformer,seq6,4,2,217,39.280622548394845,23.151211922893875,59.07707426786364,23.151211922893875
Transformer,seq6,4,3,217,37.60385871121779,21.66679138274786,58.760462757222896,21.66679138274786
Transformer,seq6,4,4,217,28.15235798567022,17.0544562438666,37.40417756351791,17.0544562438666
Transformer,seq6,4,5,217,27.193966567508152,16.553332230737134,39.40555191399478,16.553332230737134
Transformer,seq6,4,6,217,24.898383468299752,15.699289428198941,41.81616259940688,15.699289428198941
Transformer,seq6,4,7,218,23.39566209031911,15.79603940986712,44.300064382912105,15.79603940986712
Transformer,seq6,4,8,218,20.492792818134838,14.443353773120347,44.14857360003496,14.443353773120347
Transformer,seq6,4,9,218,20.178894001947132,14.363534287848603,41.21833107598655,14.363534287848603
Transformer,seq6,4,10,218,23.438459767475532,15.263365457364179,39.01729875956962,15.263365457364179
Transformer,seq6,4,11,218,25.888677982458002,16.738823754798382,44.987961223953704,16.738823754798382
Transformer,seq6,4,12,218,27.228075872705894,17.300708088032696,51.0330205079662,17.300708088032696
Transformer,seq6,4,13,218,25.293476940698675,15.941764629215275,50.54411999177434,15.941764629215275
Transformer,seq6,4,14,218,22.941769495954762,14.993328663460705,40.67749737797986,14.993328663460705
Transformer,seq6,4,15,218,23.697733666027595,14.923324126716054,39.96666203162007,14.923324126716054
Transformer,seq6,4,16,218,26.8897477971769,15.176075449230474,50.19662026553643,15.176075449230474
Transformer,seq6,4,17,218,25.171984519379453,14.818301086305478,50.71110042378958,14.818301086305478
Transformer,seq6,4,18,218,23.95620231717562,15.464188083869601,41.414454128462886,15.464188083869601
Transformer,seq6,4,19,218,25.55621786909591,15.705335363335566,37.3479528019303,15.705335363335566
Transformer,seq6,4,20,218,25.673572805497123,16.62959307541541,39.27512380928365,16.62959307541541
Transformer,seq6,4,21,218,23.64616116630198,15.973417520249656,40.25406168332848,15.973417520249656
Transformer,seq6,4,22,217,26.50420578309897,17.105346758244774,42.04194355021747,17.105346758244774
Transformer,seq6,4,23,217,28.461041320151097,18.82136299203618,49.51869314228114,18.82136299203618
Transformer,seq6,5,0,217,43.1861252908362,26.106952174467974,71.55513247512398,26.106952174467974
Transformer,seq6,5,1,217,41.30655750547741,25.08911748855345,66.3277937122797,25.08911748855345
Transformer,seq6,5,2,217,39.739865237374524,24.426838129072145,64.5007085294273,24.426838129072145
Transformer,seq6,5,3,217,38.94057328253882,23.85129963582562,65.38331568129203,23.85129963582562
Transformer,seq6,5,4,217,38.99795553426792,23.097800777804466,63.46008573664265,23.097800777804466
Transformer,seq6,5,5,217,31.383525991834283,19.656021314282572,46.270244721892134,19.656021314282572
Transformer,seq6,5,6,217,29.291059928304897,18.514521085172206,48.22812808463736,18.514521085172206
Transformer,seq6,5,7,217,27.385624852813056,17.982645723951578,51.12598291527175,17.982645723951578
Transformer,seq6,5,8,218,25.414707092522274,17.671096656300605,50.82756950596385,17.671096656300605
Transformer,seq6,5,9,218,23.995149412964416,16.930035833645306,51.066310264835366,16.930035833645306
Transformer,seq6,5,10,218,25.622042726064173,17.450981319497483,47.3195789562107,17.450981319497483
Transformer,seq6,5,11,218,28.782985686915342,18.245145293003922,48.708413254681474,18.245145293003922
Transformer,seq6,5,12,218,28.87956478464855,18.898198995568336,58.43982920493035,18.898198995568336
Transformer,seq6,5,13,218,29.817357679321056,19.17965446426234,61.51638202200227,19.17965446426234
Transformer,seq6,5,14,218,28.85334547219365,18.297115206718445,60.74905602640236,18.297115206718445
Transformer,seq6,5,15,218,27.735316248337057,17.5337353764324,45.37793250951023,17.5337353764324
Transformer,seq6,5,16,218,27.35320228945098,17.03212448817874,53.01538639290926,17.03212448817874
Transformer,seq6,5,17,218,30.600784018353615,18.331519457998624,58.31734609809159,18.331519457998624
Transformer,seq6,5,18,218,28.678908876793162,17.889101172259096,52.305905438705565,17.889101172259096
Transformer,seq6,5,19,218,28.675332820082474,18.065760131822813,45.85068855449138,18.065760131822813
Transformer,seq6,5,20,218,29.598711261705084,18.58356762178447,40.9911338198574,18.58356762178447
Transformer,seq6,5,21,218,28.60715093810051,18.58843861561303,45.230234384319324,18.58843861561303
Transformer,seq6,5,22,218,28.103905612663134,18.580902024693444,47.67997406873756,18.580902024693444
Transformer,seq6,5,23,217,29.93877058108762,19.763322795591048,49.298936587099355,19.763322795591048
Transformer,seq6,6,0,217,43.20812566599678,26.200089516727605,70.68714081857873,26.200089516727605
Transformer,seq6,6,1,217,42.618196070781174,26.740811743494554,75.59606220582191,26.740811743494554
Transformer,seq6,6,2,217,40.51749384986847,26.341590275962233,73.73029698950039,26.341590275962233
Transformer,seq6,6,3,217,39.27448621011555,25.381540172111055,71.72004030922488,25.381540172111055
Transformer,seq6,6,4,217,40.168611734186086,25.113689014164535,70.29694337756996,25.113689014164535
Transformer,seq6,6,5,217,40.621822512524325,25.18083448783593,72.70957463334783,25.18083448783593
Transformer,seq6,6,6,217,33.715736073122414,21.869536269095637,57.16714774598557,21.869536269095637
Transformer,seq6,6,7,217,31.564762579258925,20.9314191206809,58.86862219418503,20.9314191206809
Transformer,seq6,6,8,217,29.54040232923646,20.462964652320757,60.00641365795031,20.462964652320757
Transformer,seq6,6,9,218,28.39190306448815,19.752578741913542,57.70307970619357,19.752578741913542
Transformer,seq6,6,10,218,28.607968665931843,19.991567063222238,56.885868864791156,19.991567063222238
Transformer,seq6,6,11,218,30.603108453652922,20.315205326594345,56.368140453878645,20.315205326594345
Transformer,seq6,6,12,218,31.211744489406623,20.324884854052044,64.08652297255443,20.324884854052044
Transformer,seq6,6,13,218,31.244742618099764,20.65602101918754,69.17285928069195,20.65602101918754
Transformer,seq6,6,14,218,32.90912324763015,21.276215932784826,72.52119263388698,21.276215932784826
Transformer,seq6,6,15,218,32.76307254110309,20.64234066036863,65.35612907663072,20.64234066036863
Transformer,seq6,6,16,218,30.75470051832492,19.26098189632827,57.923511612470314,19.26098189632827
Transformer,seq6,6,17,218,31.461733639434353,20.192338886064128,60.46510158993074,20.192338886064128
Transformer,seq6,6,18,218,34.01271464025057,21.145934391459193,58.45014270621793,21.145934391459193
Transformer,seq6,6,19,218,33.1195934925022,20.852829449767366,59.103314227256696,20.852829449767366
Transformer,seq6,6,20,218,32.920364536380184,21.2116036759604,50.055733137543456,21.2116036759604
Transformer,seq6,6,21,218,32.160735650432585,20.681152300003472,47.58660808521725,20.681152300003472
Transformer,seq6,6,22,218,32.39232190223483,20.906964770697673,51.22848451096286,20.906964770697673
Transformer,seq6,6,23,218,31.349220350017678,21.106787901405895,56.52475744703928,21.106787901405895
XGBoost,h1,1,0,220,37.24632462351054,14.7699227948306,32.50911237796229,14.7699227948306
XGBoost,h1,1,1,220,15.712949330305932,7.703970626697056,13.796391151152934,7.703970626697056
XGBoost,h1,1,2,220,10.050827579712044,5.269854412124355,10.15514351600705,5.269854412124355
XGBoost,h1,1,3,220,8.113543711691975,4.36562280177529,9.660782019772048,4.36562280177529
XGBoost,h1,1,4,220,6.683975167985928,3.9058577577198372,9.723147330115287,3.9058577577198372
XGBoost,h1,1,5,221,8.556707822005759,4.624377648843204,10.015531169033594,4.624377648843204
XGBoost,h1,1,6,221,7.975975515264862,4.660463066275066,10.393118942780571,4.660463066275066
XGBoost,h1,1,7,221,6.242111910241591,3.9186282994238395,10.322970846173675,3.9186282994238395
XGBoost,h1,1,8,221,5.3667927234872375,3.733847611458895,9.342505523180074,3.733847611458895
XGBoost,h1,1,9,221,6.7601966647346545,4.545809531676003,9.807349176531236,4.545809531676003
XGBoost,h1,1,10,221,7.607691481218406,4.914943130033882,11.254711468395817,4.914943130033882
XGBoost,h1,1,11,221,7.031661353274508,4.223612111872609,9.873653235016532,4.223612111872609
XGBoost,h1,1,12,221,7.6524907780701685,4.376945578236715,9.924559356841064,4.376945578236715
XGBoost,h1,1,13,221,10.84494466697435,4.864762937841217,9.108828626462268,4.864762937841217
XGBoost,h1,1,14,221,7.260951678472535,4.297420185646299,10.160992997610817,4.297420185646299
XGBoost,h1,1,15,221,6.524210285426449,4.035268746763619,11.381688830071113,4.035268746763619
XGBoost,h1,1,16,221,7.9366878900091455,4.601234785898338,12.33018390750817,4.601234785898338
XGBoost,h1,1,17,221,8.651841003279381,4.823884893522376,11.199094278375954,4.823884893522376
XGBoost,h1,1,18,221,10.82403069550364,5.098871885414642,10.473058144730372,5.098871885414642
XGBoost,h1,1,19,221,8.949491772811951,4.969175399251672,10.6247348585625,4.969175399251672
XGBoost,h1,1,20,221,7.809059347799725,4.899573780061609,10.361894279224813,4.899573780061609
XGBoost,h1,1,21,221,8.04384515883959,4.982636417845576,10.373667741303862,4.982636417845576
XGBoost,h1,1,22,221,8.947603602689057,5.3774295199397155,11.922206567155172,5.3774295199397155
XGBoost,h1,1,23,221,7.114304013940905,4.560499482723736,9.409215885819828,4.560499482723736
XGBoost,seq6,1,0,220,37.24632462351054,14.7699227948306,32.50911237796229,14.7699227948306
XGBoost,seq6,1,1,220,15.712949330305932,7.703970626697056,13.796391151152934,7.703970626697056
XGBoost,seq6,1,2,220,10.050827579712044,5.269854412124355,10.15514351600705,5.269854412124355
XGBoost,seq6,1,3,220,8.113543711691975,4.36562280177529,9.660782019772048,4.36562280177529
XGBoost,seq6,1,4,220,6.683975167985928,3.9058577577198372,9.723147330115287,3.9058577577198372
XGBoost,seq6,1,5,221,8.556707822005759,4.624377648843204,10.015531169033594,4.624377648843204
XGBoost,seq6,1,6,221,7.975975515264862,4.660463066275066,10.393118942780571,4.660463066275066
XGBoost,seq6,1,7,221,6.242111910241591,3.9186282994238395,10.322970846173675,3.9186282994238395
XGBoost,seq6,1,8,221,5.3667927234872375,3.733847611458895,9.342505523180074,3.733847611458895
XGBoost,seq6,1,9,221,6.7601966647346545,4.545809531676003,9.807349176531236,4.545809531676003
XGBoost,seq6,1,10,221,7.607691481218406,4.914943130033882,11.254711468395817,4.914943130033882
XGBoost,seq6,1,11,221,7.031661353274508,4.223612111872609,9.873653235016532,4.223612111872609
