model,task,horizon_hours,hour,n_samples,rmse,mae,mape,mean_abs_error
ARIMA,seq6,2,0,220,38.96511557097322,19.08153665750075,48.96370581836989,19.08153665750075
ARIMA,seq6,2,1,220,38.80823114528563,18.50370168522471,50.29991398780738,18.50370168522471
ARIMA,seq6,2,2,221,37.42798565145468,18.13499941320035,51.66036843343677,18.13499941320035
ARIMA,seq6,2,3,221,34.75371564637611,15.85968064629726,43.74027653453268,15.85968064629726
ARIMA,seq6,2,4,221,23.395262774395224,11.84726324804874,39.292309056503264,11.84726324804874
ARIMA,seq6,2,5,221,20.77656918807919,12.01591945259014,41.38473212882056,12.01591945259014
ARIMA,seq6,2,6,221,19.66895348464841,11.972570093709086,36.97392061683225,11.972570093709086
ARIMA,seq6,2,7,221,21.035970525313182,11.921640574569626,37.69235811347674,11.921640574569626
ARIMA,seq6,2,8,221,20.08410508637072,11.712290738470216,32.63951534062878,11.712290738470216
ARIMA,seq6,2,9,221,18.35629307702231,11.414646953477336,27.13137233334505,11.414646953477336
ARIMA,seq6,2,10,221,20.542382266661185,12.984735455662488,29.816685073883736,12.984735455662488
ARIMA,seq6,2,11,221,23.238566579371696,14.631175442084919,40.30638780786362,14.631175442084919
ARIMA,seq6,2,12,221,22.421947163327008,14.331431181010798,46.381553925887516,14.331431181010798
ARIMA,seq6,2,13,221,21.539920672335015,13.831519053410206,42.13656040604587,13.831519053410206
ARIMA,seq6,2,14,221,19.877588342015116,12.129719857084828,30.29368309583803,12.129719857084828
ARIMA,seq6,2,15,221,20.97210841894228,11.91391042389041,29.370050722912776,11.91391042389041
ARIMA,seq6,2,16,221,20.688856401178118,11.697084579119991,40.865953847543956,11.697084579119991
ARIMA,seq6,2,17,221,20.02710848781009,12.187232771239128,39.53141658472456,12.187232771239128
ARIMA,seq6,2,18,221,22.275044973902112,12.859228184977228,25.42600437383877,12.859228184977228
ARIMA,seq6,2,19,221,24.415686199391587,14.691818670334827,30.13799753327454,14.691818670334827
ARIMA,seq6,2,20,220,22.448191412423906,14.63569010629514,27.565945347489716,14.63569010629514
ARIMA,seq6,2,21,220,20.4257093206668,14.038143018133765,28.61060658228593,14.038143018133765
ARIMA,seq6,2,22,220,22.653661307603137,14.682529282814384,34.63077277209143,14.682529282814384
ARIMA,seq6,2,23,220,20.367595247493558,13.546859846796977,34.17826539001918,13.546859846796977
ARIMA,seq6,3,0,220,40.44723527882729,23.031988005013602,62.607170531375644,23.031988005013602
ARIMA,seq6,3,1,220,38.882832429956345,20.947010370928886,59.36932234098642,20.947010370928886
ARIMA,seq6,3,2,220,38.37040460547428,20.95183297817966,63.560341509200455,20.95183297817966
ARIMA,seq6,3,3,221,38.20993656704431,20.323589041951287,65.3903628789149,20.323589041951287
ARIMA,seq6,3,4,221,39.30694907852584,19.84349922433133,69.48647297960729,19.84349922433133
ARIMA,seq6,3,5,221,27.13290495967982,15.637413974715288,58.95467990093904,15.637413974715288
ARIMA,seq6,3,6,221,25.401256102513422,15.929129036289686,56.0291402180238,15.929129036289686
ARIMA,seq6,3,7,221,24.561422394708668,15.118576780945434,51.906063119444276,15.118576780945434
ARIMA,seq6,3,8,221,24.557036732279478,15.443421128526632,51.37724999736311,15.443421128526632
ARIMA,seq6,3,9,221,24.360848299541466,15.24878653372071,44.90370728699016,15.24878653372071
ARIMA,seq6,3,10,221,24.387645634961046,15.665432069135331,41.25496426313761,15.665432069135331
ARIMA,seq6,3,11,221,27.46751931365721,17.729113828828943,49.92892600792007,17.729113828828943
ARIMA,seq6,3,12,221,27.872757163550272,18.984268085896844,64.00723761222199,18.984268085896844
ARIMA,seq6,3,13,221,26.80067621426553,18.04426464097019,64.70781185186192,18.04426464097019
ARIMA,seq6,3,14,221,26.19777441213937,16.79278650452242,56.87480730798655,16.79278650452242
ARIMA,seq6,3,15,221,25.694117516623614,15.755329926466176,45.527313927723476,15.755329926466176
ARIMA,seq6,3,16,221,25.324076391660554,15.06473861230627,51.259863440875755,15.06473861230627
ARIMA,seq6,3,17,221,25.31056869231843,15.48190455716303,54.29117149500353,15.48190455716303
ARIMA,seq6,3,18,221,25.845103585678366,16.017760940800315,45.33442944417939,16.017760940800315
ARIMA,seq6,3,19,221,29.225407213480864,17.316069046763108,34.84710331445394,17.316069046763108
ARIMA,seq6,3,20,221,29.951739282634676,19.185990921545255,37.554889944345895,19.185990921545255
ARIMA,seq6,3,21,220,26.252927116597462,17.850193799427206,37.031876139971935,17.850193799427206
ARIMA,seq6,3,22,220,26.07061861544113,17.84827724979657,40.8307909175338,17.84827724979657
ARIMA,seq6,3,23,220,26.90031145766861,18.505948435343445,46.8077703802822,18.505948435343445
ARIMA,seq6,4,0,220,42.96597369163808,26.747354903617133,71.7309108425156,26.747354903617133
ARIMA,seq6,4,1,220,40.05792334129287,24.194481503735794,71.58420201374892,24.194481503735794
ARIMA,seq6,4,2,220,38.4903822978707,23.27956741030013,72.73516220324909,23.27956741030013
ARIMA,seq6,4,3,220,38.88589484741707,22.734101506742768,77.04140017236274,22.734101506742768
ARIMA,seq6,4,4,221,39.73049963858511,23.014464613673997,78.38743363448489,23.014464613673997
ARIMA,seq6,4,5,221,41.859746360761235,23.332056745901856,92.40647581468022,23.332056745901856
ARIMA,seq6,4,6,221,30.732419917844624,19.252758641466407,72.91744080583396,19.252758641466407
ARIMA,seq6,4,7,221,29.136540157573567,18.931685001214078,69.71401830562294,18.931685001214078
ARIMA,seq6,4,8,221,27.663413950799413,18.6057993451156,64.8222804522403,18.6057993451156
ARIMA,seq6,4,9,221,27.822793022444714,18.847780002362796,65.39789912231471,18.847780002362796
ARIMA,seq6,4,10,221,29.265178410357432,19.057815268589557,59.14469027331961,19.057815268589557
ARIMA,seq6,4,11,221,30.280087007673817,20.035064370266685,61.68784957749528,20.035064370266685
ARIMA,seq6,4,12,221,31.336453472872797,21.19420450785476,73.58770033797971,21.19420450785476
ARIMA,seq6,4,13,221,31.767932881925802,22.27167219738608,81.87877625476631,22.27167219738608
ARIMA,seq6,4,14,221,30.81309537214128,21.021683285001334,81.9714489179026,21.021683285001334
ARIMA,seq6,4,15,221,31.27941330100191,20.002576464024706,70.80472917997393,20.002576464024706
ARIMA,seq6,4,16,221,29.318982341607885,18.192219742470762,66.21102761263397,18.192219742470762
ARIMA,seq6,4,17,221,29.222400623843978,18.481905758891568,64.72949229705156,18.481905758891568
ARIMA,seq6,4,18,221,30.306433986050614,19.249010257846244,59.235570766771815,19.249010257846244
ARIMA,seq6,4,19,221,32.24783503206071,20.136705736860215,54.30459307670426,20.136705736860215
ARIMA,seq6,4,20,221,34.608151266501594,21.73348860055978,42.78998295338299,21.73348860055978
ARIMA,seq6,4,21,221,33.37302596659201,22.412460528110948,47.70983812354924,22.412460528110948
ARIMA,seq6,4,22,220,30.58189082092113,21.07635109987487,47.6414341258618,21.07635109987487
ARIMA,seq6,4,23,220,30.222417805245644,21.331765231562915,51.435040962808664,21.331765231562915
ARIMA,seq6,5,0,220,43.59205966553549,27.992138859096848,72.22092707740515,27.992138859096848
ARIMA,seq6,5,1,220,42.247635733336224,27.45219153307017,79.69967640540769,27.45219153307017
ARIMA,seq6,5,2,220,39.382249615183326,25.998523230717495,83.61897688665323,25.998523230717495
ARIMA,seq6,5,3,220,39.097713742896715,25.041203672178078,85.86464525934342,25.041203672178078
ARIMA,seq6,5,4,220,40.35380118991389,24.999645468900244,88.76983863523728,24.999645468900244
ARIMA,seq6,5,5,221,41.305829871755634,25.86010401921015,97.16500666676669,25.86010401921015
ARIMA,seq6,5,6,221,43.7573959705597,26.339523019741506,104.26998407481112,26.339523019741506
ARIMA,seq6,5,7,221,33.531398650314955,22.00759301742678,85.37344702535236,22.00759301742678
ARIMA,seq6,5,8,221,31.844672405015547,22.062969558566838,81.31819827775443,22.062969558566838
ARIMA,seq6,5,9,221,30.327708316368398,21.394891106074844,77.52384079361356,21.394891106074844
ARIMA,seq6,5,10,221,31.842327481267574,22.24484505751218,79.16689013763923,22.24484505751218
ARIMA,seq6,5,11,221,34.42548866997098,23.17740116180298,80.42980282264932,23.17740116180298
ARIMA,seq6,5,12,221,33.48966869826449,22.829808379140967,84.88155958620044,22.829808379140967
ARIMA,seq6,5,13,221,34.647703047082565,23.841717185023594,90.57002327870691,23.841717185023594
ARIMA,seq6,5,14,221,35.22763691852537,24.46257923507786,97.8911554696761,24.46257923507786
ARIMA,seq6,5,15,221,35.19288077670805,23.931327699735757,95.60469045591299,23.931327699735757
ARIMA,seq6,5,16,221,34.359495691903355,21.896937281186315,91.76296775223331,21.896937281186315
ARIMA,seq6,5,17,221,32.50224549718261,21.10740289177121,77.3669973195577,21.10740289177121
ARIMA,seq6,5,18,221,33.41722125090176,21.75557691689379,67.68236830953445,21.75557691689379
ARIMA,seq6,5,19,221,36.0158537838601,22.90009984996145,67.60865838959253,22.90009984996145
ARIMA,seq6,5,20,221,37.52960687350269,24.30432146597718,59.870262551996376,24.30432146597718
ARIMA,seq6,5,21,221,37.777811671911685,24.76385021037056,53.74126704689935,24.76385021037056
ARIMA,seq6,5,22,221,36.82773231574888,25.136358910165193,55.106499502021336,25.136358910165193
ARIMA,seq6,5,23,220,34.259973096948706,24.48473782357238,57.8607778398739,24.48473782357238
ARIMA,seq6,6,0,220,45.14445211050851,29.947105306756704,75.28564707733474,29.947105306756704
ARIMA,seq6,6,1,220,42.665048912231306,28.452710937470357,79.17778023799117,28.452710937470357
ARIMA,seq6,6,2,220,41.28806666840206,28.608365782552024,90.01349667451775,28.608365782552024
ARIMA,seq6,6,3,220,39.8499347183239,27.23314636441065,95.52662202650468,27.23314636441065
ARIMA,seq6,6,4,220,40.63400296006163,27.14556907191312,98.33144219136494,27.14556907191312
ARIMA,seq6,6,5,220,41.727367244961634,27.249280383827017,106.00936185911958,27.249280383827017
ARIMA,seq6,6,6,221,42.843705422860246,28.50112943236166,112.84377108379702,28.50112943236166
ARIMA,seq6,6,7,221,44.83527808623936,28.31953600921281,114.16546412856138,28.31953600921281
ARIMA,seq6,6,8,221,35.64229193871999,24.80419267978247,95.43025147038968,24.80419267978247
ARIMA,seq6,6,9,221,34.12806910721677,24.42187049427151,94.40687929266393,24.42187049427151
ARIMA,seq6,6,10,221,33.71556219262459,24.32694894497051,90.26043799311519,24.32694894497051
ARIMA,seq6,6,11,221,36.48546137107564,25.85596806360938,100.78977473933017,25.85596806360938
ARIMA,seq6,6,12,221,37.068105498975335,25.535521201631667,104.2311130858306,25.535521201631667
ARIMA,seq6,6,13,221,36.315432882586165,25.038789691022608,100.47336462056104,25.038789691022608
ARIMA,seq6,6,14,221,37.505646178758106,25.972154352843962,106.00037384631827,25.972154352843962
ARIMA,seq6,6,15,221,38.9162271110352,27.060642747267796,112.32902079393699,27.060642747267796
ARIMA,seq6,6,16,221,37.81295085159649,25.562818979863152,114.51329333747535,25.562818979863152
ARIMA,seq6,6,17,221,36.930494469639456,24.666626589846526,99.28035462629772,24.666626589846526
ARIMA,seq6,6,18,221,36.17120092934984,24.037895388827412,77.26361391127692,24.037895388827412
ARIMA,seq6,6,19,221,38.5439185244859,25.241360697679422,75.57252014128963,25.241360697679422
ARIMA,seq6,6,20,221,40.756299820912204,26.602293795270292,71.00781821410983,26.602293795270292
ARIMA,seq6,6,21,221,40.6056392713607,26.809416342186204,70.73357867195551,26.809416342186204
ARIMA,seq6,6,22,221,40.86290650208973,27.77655346079768,63.79572568870635,27.77655346079768
